L1,L2
"With this victory, the host team has taken a 1-0 lead over Sri Lanka in the three-match T20 International series.",इस विजय के साथ ही मेजबान टीम ने तीन मैचों की ट्वेंटी-ट्वेंटी अंतर्राष्ट्रीय श्रृंखला में श्रीलंका पर एक-शून्य की बढ़त प्राप्त कर ली है।
The first match was abandoned without a ball being bowled due to rain.,पहला मैच बारिश के कारण नहीं हो सका था।
"Chasing a target of 143 runs, India got off to a flying start as Shikhar Dhawan and K L Rahul consolidated the Indian innings with remarkable performances.",जीत के लिए 143 रन के लक्ष्य का पीछा करते हुए भारत की ओर से शिखर धवन और के एल राहुल की जोड़ी ने शानदार शुरूआत की।
K L Rahul put up 45 runs and Shikhar Dhawan scored  32. Skipper Virat Kohli played an unbeaten knock of 30 runs from 17 balls in the match.,के एल राहुल ने 45 और शिखर धवन ने 32 रन बनाए।
K L Rahul put up 45 runs and Shikhar Dhawan scored  32. Skipper Virat Kohli played an unbeaten knock of 30 runs from 17 balls in the match.,कप्तान विराट कोहली ने 17 गेंदो में 30 रन की नाबाद पारी खेली।
India made 144 runs for the loss of 3 wickets in  17.3 overs.,भारत ने 17 ओवर और तीन गेंदों में तीन विकेट खोकर 144 रन बना लिए।
"Earlier, the fast-bowling duo of Navdeep Saini and Shardul Thakur picked up five wickets to restrict Sri Lanka to a modest score of 142 for 9 in the stipulated 20 overs on a flat pitch.","इससे पहले, भारत के तेज गेंदबाज नवदीप सैनी और शार्दूल ठाकुर ने पांच विकेट लेकर श्रीलंका को 9 विकेट पर 142 रनों के स्कोर पर रोक दिया।"
"Navdeep, who scalped two wickets for 18 runs, was adjudged Player of the Match.",18 रन देकर दो विकेट लेने वाले नवदीप सैनी को प्लेयर ऑफ द मैच घोषित किया गया।
The third and final T20 International between both teams will be played on Friday at Maharashtra Cricket Association Stadium in Pune.,दोनों टीमों के बीच तीसरा और अंतिम ट्वेंटी-ट्वेंटी मैच शुक्रवार को पुणे के महाराष्ट्र क्रिकेट संघ स्टेडियम में खेला जाएगा।
Lakshadweep Administrator Dineshwar Sharma received the President at Agatti Airport.,श्री कोविंद आज सुबह लक्षद्वीप पहुंचे जहां प्रशासक दिनेश्वर शर्मा ने आगाती हवाई अड्डे पर उनका स्वागत किया।
"At the event in Kavaratti, President congratulated Rahmath Begum, the only woman who won Padmashri from Lakshadweep.",कार्यक्रम के दौरान राष्ट्रपति ने पद्मश्री से सम्मानित लक्षद्वीप की एक मात्र महिला रहमत बेगम को बधाई दी।
He extended new year wishes and invited the people of Lakshadweep to visit Rashtrapati Bhavan.,राष्ट्रपति ने लक्षद्वीप के लोगों को नववर्ष की शुभकामनाएं देते हुए उन्हें राष्ट्रपति भवन आने के लिए आमंत्रित भी किया।
"President reached Bangaram island of Lakshadweep, this evening.",राष्ट्रपति आज शाम लक्षद्वीप के बंगाराम द्वीप पहुंचे।
"After spending a full day at Bangaram, he will return to Kochi on Thursday and leave for New Delhi on the same day.",कल बंगाराम में पूरा दिन बिताने के बाद वे बृहस्पतिवार को कोच्चि पहुंचेंगे और उसी दिन नई दिल्ली के लिए रवाना हो जाएंगे।
"Cold wave conditions further intensified in most parts of Punjab and Haryana, with the minimum temperature dropping a few degrees below normal.",पंजाब और हरियाणा में शीतलहर जारी रहने से आज तापमान सामान्य से कई डिग्री नीचे दर्ज किया गया है।
"In Haryana, Karnal was the coldest place in Haryana with  1.8 degrees Celsius, five notches below the normal.",हरियाणा के करनाल में तापमान एक दशमलव आठ डिग्री सेल्सियस रहा जो सामान्य से पांच डिग्री कम था।
Bathinda and Adampur were the coldest in Punjab at  3.3 degrees Celsius each.,पंजाब में बठिंडा और आदमपुर में तापमान तीन दशमलव तीन डिग्री सेल्सियस दर्ज किया गया।
"Union Territory Chandigarh, the joint capital of Punjab and Haryana, recorded a minimum of  5.6 degrees Celsius.",पंजाब और हरियाणा की संयुक्त राजधानी केंद्र शासित प्रदेश चंडीगढ़ में न्यूनतम तापमान पांच दशमलव छह डिग्री सेल्सियस रहा।
"Next day morning, the Prime Minister will inaugurate the 107th National Science Congress in the University of Agricultural Sciences in Bengaluru.",प्रधानमंत्री नरेन्द्र मोदी कल बेंग्लुरू में एक सौ सातवीं भारतीय विज्ञान कांग्रेस का उद्घाटन करेंगे।
Petroleum Minister Dharmendra Pradhan today said that India is going to be five trillion dollar economy with sustainable and optimal utilization of all the energy sources.,पैट्रोलियम मंत्री धर्मेन्द्र प्रधान ने कहा है कि ऊर्जा के सभी स्रोतों के सतत और अधिकतम इस्तेमाल से भारत पचास खरब डॉलर अर्थव्यवस्था का देश बनने जा रहा है।
"Speaking at the In-depth Review of India's Energy Policies at NITI Aayog in New Delhi today, he said, recent decisions of government to develop the North East Gas Grid project will benefit the North Eastern states.",आज नई दिेल्ली में नीति आयोग में भारत की ऊर्जा नीतियों की गहन समीक्षा बैठक में उन्होंने कहा कि पूर्वोत्तर गैस ग्रिड परियोजना को विकसित करने के सरकार के हाल के फैसलों से पूर्वोत्तर राज्यों को लाभ पहुंचेगा।
"He said, India is moving ahead to become a gas based economy.",श्री प्रधान ने कहा कि भारत गैस आधारित अर्थव्यवस्था की ओर अग्रसर है।
"Coal Minister, Pralhad Joshi said that government is liberalizing the coal mining sector to make it more industry friendly.",कोयला मंत्री प्रहलाद जोशी ने कहा कि सरकार कोयला खनन क्षेत्र को और उदार बना रही है ताकि इससे उद्योगों को ज्यादा से ज्यादा लाभ पहुंच सके।
"Power Minister, RK Singh said that before 2014, India was energy deficient but now India is in a position of surplus.",ऊर्जा मंत्री आर0 के0 सिंह ने कहा कि वर्ष 2014 से पहले भारत ऊर्जा के मामले में आत्मनिर्भर नहीं था लेकिन अब उसके पास जरूरत से ज्यादा ऊर्जा क्षमता है।
"He said, India is committed to achieve the production target of 175 giga watt renewable energy by the year 2022.",उन्होंने कहा कि वर्ष 2022 तक भारत 175 गीगावाट नवीनीकृत ऊर्जा उत्पादन का लक्ष्य हासिल कर लेगा।
"Executive Director of International Energy Agency, Dr. Fatih Barol said that India has made outstanding progress in the energy sector by sustainable use of it.",अन्तर्राष्ट्रीय ऊर्जा एजेन्सी के कार्यकारी निदेशक डॉक्टर फातिह बरोल ने कहा कि भारत ने ऊर्जा क्षेत्र में उल्लेखनीय प्रगति की है।
"He said, implementation of schemes like Ujjwala and Ujala have reduced the consumption of bio-fuels and improved the energy efficiency in the country.",उनका कहना था कि उज्जवला और उजाला जैसी योजनाओं के क्रियान्वयन से जैविक ईंधन के इस्तेमाल में कमी आई है।
"During the event, International Energy Agency 2020 India policy review report was released by the dignitaries.",इस अवसर पर अन्तर्राष्ट्रीय ऊर्जा एजेन्सी की 2020 की भारत नीति समीक्षा रिपोर्ट भी जारी की गई।
439. SMS service for BSNL post-paid mobile phones has been restored in the Kashmir valley from early today.,कश्मीर घाटी में आज सुबह से बीएसएनएल पोस्ट पैड मोबाइल फोन पर एसएमएस सेवा बहाल कर दी गई है।
The authorities have also announced to restore the broadband internet service from today in all hospitals of the valley.,अधिकारियों ने घाटी के सभी अस्पतालों में आज से ब्रॉडबैंड इंटरनेट सेवा को भी शुरू करने की घोषणा की।
"Trump's tweet came after his reported meeting with his national security team, including Secretary of State Mike Pompeo and Defence Secretary Mark Esper.",इससे पहले खबर आई थी कि ट्रंप ने अमरीकी विदेश मंत्री माईक पोम्पियो और रक्षा मंत्री मार्क एस्पर सहित राष्ट्रीय सुरक्षा टीम के साथ बैठक की।
"Iran launched over a dozen ballistic missiles last night targeting at least two bases where US military and coalition forces' are stationed in Iraq, the Pentagon said.",ईरान ने कल रात अमरीका के दो ठिकानों पर 12 से अधिक मिसाइलें दागीं।
Environment and Forests Ministry has approved the release of Grant-in-Aid of  2.6 crore rupees to J&K Pollution Control Board.,पर्यावरण और वन मंत्रालय ने जम्मू कश्मीर प्रदूषण नियंत्रण बोर्ड को दो करोड़ 60 लाख रूपये की धनराशि अनुदान सहायता के रूप में जारी की है।
"Under this scheme, the JK PCB shall provide financial assistance to 3742 number of Eco Clubs of registered schools in both the regions of J&K along with 96 Eco-Clubs for registered Colleges.",इस योजना के अंतर्गत जम्मू कश्मीर प्रदूषण नियंत्रण बोर्ड प्रदेश के दोनों क्षेत्रों के कॉलेजों में पंजीकृत 96 इको क्लबों के साथ स्कूलों में दर्ज तीन हजार 742 क्लबों को वित्तीय सहायता उपलब्ध कराएगा।
"The Office of Chief Electoral Officer, Delhi has made a special arrangement by way of toll free Voter Helpline number 1950 through which Persons with Disability can register grievances.",मुख्य निर्वाचन अधिकारी कार्यालय ने दिव्यांग जनों के लिए टोल फ्री मतदाता हेल्प लाइन 1950 की विशेष व्यवस्था की है जिससे वे अपना पंजीकरण करा सकते हैं।
"Chief Electoral Officer, Delhi, Dr Ranbir Singh said that in view of upcoming Delhi Assembly Elections, they have taken this unique step to ensure maximum participation of PwD voters.",दिल्ली के मुख्य निर्वाचन अधिकारी डॉक्टर रणबीर सिंह ने कहा कि दिल्ली विधानसभा चुनाव के मद्देनजर दिव्यांग जनों की अधिकतम भागीदारी सुनिश्चित कराने के लिए अनूठा कदम उठाया है।
The Voter Helpline Number is available in two languages - English and Hindi - for grievance registration.,मतदाता सहायता केन्द्र संख्या हिन्दी और अंग्रेजी दोनों भाषाओं में उपलब्ध रहेगी।
"This facility informs, educates and communicates about election related information.","इसमें चुनाव से जुड़ी सूचना, शिक्षा और संचार की सुविधा होगी।"
"In Tripura, BJP launched the outreach program on Citizenship Amendment Act (CAA) yesterday as part of party’s nationwide campaign.",त्रिपुरा में भारतीय जनता पार्टी ने नागरिकता संशोधन अधिनियम- सी.ए.ए. के बारे में राष्ट्रव्यापी संपर्क अभियान के तहत एक कार्यक्रम की शुरूआत की।
"Meanwhile, the Joint Movement against Citizenship Amendment Bill (JMACAB), a joint platform of political and apolitical outfits has announced to resume its protest through a protest rally tomorrow.","इस बीच, राजनीतिक दलों और गैर राजनीतिक संगठनों के संयुक्त मंच, जॉइंट मूवमेंट अगेंस्ट सिटीजनशिप अमेंडमेंट बिल - जे.एम.ए.सी.ए.बी. ने कल एक रैली कर फिर से विरोध प्रदर्शन शुरू करने की घोषणा की है।"
"Convenor of the organization, Anthony Debbarma told media in a press conference at Agartala that the organization withdrew its protest after meeting Chief Minister Biplab Kumar Deb and Home Minister Amit Shah.",इस मंच के संयोजक एंथनी देब बरमा ने अगरतला में संवाददाता सम्मेलन में बताया कि इस संगठन ने मुख्यमंत्री बिप्लब कुमार देब और केंद्रीय गृहमंत्री अमित शाह के साथ बैठक के बाद आंदोलन वापस ले लिया था।
"He said, in the meeting with Chief Minister and Home Minister, the organization was directed to meet the Home Minister once again with a detailed demand draft.",उन्होंने कहा कि मुख्यमंत्री और गृहमंत्री के साथ बैठक में विस्तृत मांगों के साथ एक बार फिर गृहमंत्री से मुलाकात की बात पर सहमति बनी थी।
"But no positive sign have been seen when it passed almost a month, said Mr. Anthony.",लेकिन करीब एक महीना गुजरने के बाद भी कोई सकारात्मक संकेत नहीं मिले।
Former Director General of Central Reserve Police Force (CRPF) Rajiv Rai Bhatnagar has been appointed as Advisor to the Lieutenant Governor of Union Territory of Jammu and Kashmir.,केन्द्रीय रिजर्व पुलिस बल- सीआरपीएफ के पूर्व महानिदेशक राजीव राय भटनागर को केन्द्रशासित प्रदेश जम्मू-कश्मीर के उप राज्यपाल का सलाहकार नियुक्त किया गया है।
"With this, the Lieutenant Governor of J&K Union Territory, Girish Chandra Murmu will have three Advisors.",इसके साथ ही उप राज्यपाल गिरीश चन्द्र मुर्मू के तीन सलाहकार हो गये।
"The other two Advisors -K K Sharma and Farooq Khan were appointed on November 14, 2019.",अन्य दो सलाहकारों- के. के. शर्मा और फारूक खान की नियुक्ति 14 नवम्बर को की गई थी।
Prime Minister Narendra Modi will pay a two-day visit to Karnataka on January 2nd and 3rd.,प्रधानमंत्री नरेंद्र मोदी दो दिन की यात्रा पर कल कर्नाटक जाएंगे।
The Prime Minister will also release funds to eight crore farmers across the country under PM Krishi Samman yojana for the period December-February.,इस अवसर पर वे दिसम्बर से फरवरी की अवधि के लिए प्रधानमंत्री कृषि सम्मान योजना के अंतर्गत देशभर के आठ करोड़ किसानों के वास्ते धन जारी करेंगे।
"In the evening same day, the Prime Minister will visit the Defence Research and Development Organisation.",बाद में प्रधानमंत्री रक्षा अनुसंधान और विकास संगठन जाएंगे।
"Next day morning, the Prime Minister will inaugurate the 107th National Science Congress in the University of Agricultural Sciences in Bengaluru.",अगले दिन सुबह वे बेंगलुरू में कृषि विज्ञान विश्वविद्यालय में 107वीं राष्ट्रीय विज्ञान कांग्रेस का उद्घाटन करेंगे।
"In Sudan, 36 people were killed and 60 others injured in sporadic tribal clashes between Arabs and non-Arabs in West Darfur province according to a senior health official.",सूडान में पश्चिमी दारफुर प्रांत में अरब और गैर-अरब लोगों के बीच छिटपुट झड़पों में 36 लोगों की मौत हो गई और 60 घायल हो गए।
Whereas a local organization that helps run refugee camps in the area has put the toll at 41 dead and more than 100 wounded.,हालांकि इलाके में शरणार्थी शिविर चलाने वाले एक स्थानीय संगठन के अनुसार मरने वालों की संख्या 41 और घायलों की संख्या 100 से अधिक है।
"The snowfall in tourist destinations like Mussoorie, Dhanaulti and Nainital among others affected the daily routine of the locals but it was a boon for the enthusiastic tourists who flocked these regions.","मसूरी, धनौल्टी और नैनीताल सहित राज्य के अन्य पर्यटन स्थलों पर सामान्य जन-जीवन प्रभावित हुआ लेकिन पर्यटकों में उत्साह देखा गया।"
Occurrence of hailstorms were also reported from Dehradun and other regions.,देहरादून और अन्य इलाकों में बर्फीली आंधी चलने की खबर भी है।
The entire state is in the grip of cold wave.,पूरा राज्य शीतलहर की चपेट में है।
Vigilance Commissioner Sharad Kumar who is presently officiating as Central Vigilance Commissioner met Dr Singh in New Delhi yesterday and gave him an about the current status of pendency and disposal of vigilance cases in the Commission.,"केंद्रीय सतर्कता आयुक्त का कामकाज देख रहे सतर्कता आयुक्त शरद कुमार ने कल नई दिल्ली में कार्मिक, लोक शिकायत औऱ पेंशन मामलों के मंत्री डॉ. जितेंद्र सिंह से मुलाकात करके उन्हें आयोग के पास लंबित मामलों की अद्यतन जानकारी दी।"
"Mr Sharad Kumar also gave an about the functioning of the Advisory Board on Banking Frauds, which was constituted in August last year.",श्री शरद कुमार ने बैंकों में फर्जीवाड़े के मामलों पर सलाहकार बोर्ड के कामकाज के बारे में भी उन्हें अवगत कराया।
Dr Singh was also d about the functioning of the e-office which was introduced with effect from 1st November last year.,डॉ. सिंह को ई-ऑफिस व्यवस्था के कामकाज के बारे में भी नई जानकारी दी गई जिसे पिछले साल नवंबर में शुरु किया गया था।
"Cold wave conditions further intensified in most parts of Punjab and Haryana, with the minimum temperature dropping a few degrees below normal.",पंजाब और हरियाणा में भी शीत लहर चल रही है और कुछ जगहों पर तापमान सामान्य से कई डिग्री सेल्सियस नीचे है।
"In Haryana, Karnal was the coldest place in Haryana with  1.8 degrees Celsius, five notches below the normal.","हरियाणा में कल करनाल सबसे ठंडा स्थान रहा, जहां तापमान एक दशमलव आठ डिग्री सेल्सियस दर्ज किया गया जो कि सामान्य से पांच डिग्री कम है।"
Bathinda and Adampur were the coldest in Punjab at  3.3 degrees Celsius each.,पंजाब में बठिंडा और आदमपुर सबसे ठंडे रहे।
Cold wave conditions persisted in Rajasthan too.,राजस्थान में भी शीत लहर चल रही है।
Parts of the state received rainfall in past 24 hours.,राज्य में अगले 48 घंटों में कुछ एक स्थानों पर वर्षा हो सकती है।
"In Maharashtra, party leaders of Maha Aghadi Vikas alliance, Shiv Sena, Congress and NCP held marathon meetings yesterday to finalise the allocation of portfolios to the ministers.","महाराष्ट्र में महा अघाड़ी विकास गठबंधन, शिवसेना, कांग्रेस और राष्ट्रवादी कांग्रेस पार्टी के नेताओं ने मंत्रियों के विभागों के बंटवारे को अंतिम रूप देने के लिए कल लंबी बैठक की।"
AIR correspondent quoting sources reports that the leaders held several rounds of talks with Chief Minister Uddhav Thackeray during the day.,सूत्रों के हवाले से हमारे संवाददाता ने बताया है कि दिन में मुख्यमंत्री उद्धव ठाकरे के साथ इन नेताओं की कई दौर की बातचीत हुई।
The allocation of portfolios to the ministers is expected to be announced today.,मंत्रियों के विभागों की घोषणा आज किए जाने की उम्मीद है।
All three parties are facing disgruntlement of leaders who were not inducted in the cabinet.,इन तीनों दलों को अपने उन नेताओं के असंतोष का सामना करना पड़ रहा है जिन्हें मंत्रिमंडल में जगह नहीं दी गई।
"The state cabinet was expanded on Monday with induction of 36 new ministers, taking the total strength to 43, including the Chief Minister.",सोमवार को राज्य मंत्रिमंडल में 36 नए मंत्रियों को शामिल किया गया था।
"The state cabinet was expanded on Monday with induction of 36 new ministers, taking the total strength to 43, including the Chief Minister.","अब, राज्य मंत्रिमंडल में मुख्यमंत्री सहित मंत्रियों की कुल संख्या 43 हो गई है।"
Shiromani Gurdwara Parbhandhak Committee (SGPC) will send a four-member delegation to Pakistan to take stock of the situation following a mob attack on Gurdwara Nankana Sahib.,शिरोमणि गुरुद्वारा प्रबंधक कमेटी-एसजीपीसी गुरुद्वारा ननकाना साहिब पर भीड़ के हमले के बाद की स्थिति का जायजा लेने के लिए चार सदस्यों का शिष्टमंडल पाकिस्तान भेजेगी।
SGPC chief Gobind Singh Longowal told media persons that the delegation will also meet Sikh families in Nankana Sahib.,एसजीपीसी के अध्यक्ष गोबिंद सिंह लोंगोवाल ने मीडिया को बताया कि शिष्टमंडल के सदस्य ननकाना साहिब में सिख परिवारों से मुलाकात करेंगे।
Mr Longowal said the SGPC will also take up this matter with the United Nations.,लोंगोवाल ने कहा कि एसजीपीसी मामले को संयुक्त राष्ट्र में भी उठाएगी।
"During 2018-19, projects in about 5,494 kms length were awarded and completion was achieved in about 10,855 kms length of roads.",वर्ष 2018-19 के दौरान करीब पांच हजार चार सौ 94 किलोमीटर लम्बाई की परियोजनाएं स्वीकृत की गयीं थीं।
The rate of development of roads per day has increased significantly from about  11.7 kilometres during 2013-14 to about 30 kilometres at present.,वर्ष 2013-14 में प्रतिदिन करीब 11 दशमलव सात किलोमीटर लम्बाई के सड़क मार्ग बनाये जाने की तुलना में इस समय रोजाना तीस किलोमीटर लम्बाई के सड़क मार्ग बनाये जा रहे हैं।
"Chief of Defence Staff, CDS, General Bipin Rawat has said that all the three services will work as a team.",चीफ ऑफ डिफेंस स्टाफ-सी डी एस जनरल बिपिन रावत ने कहा है कि तीनों सेनाएं टीम के रूप में काम करेंगी।
"After taking charge as the first CDS, General Rawat said, as per the task was given to the CDS, to enhance integration and do better resource management will be a priority.",देश के पहले सी डी एस का पदभार संभालने के बाद जनरल रावत ने कहा कि सी डी एस को सौंपे गये कार्यभार के अनुसार एकीकरण बढ़ाना और बेहतर संसाधन प्रबंधन उनकी प्राथमिकता होगी।
General Rawat said Armed forces will be strengthened through synergy and integration.,जनरल रावत ने कहा कि सशस्त्र बलों को तालमेल और एकीकरण के ज़रिये मज़बूत किया जाएगा।
He said CDS will be neutral to all three services.,सी डी एस तीनों सेनाओं के लिए निष्पक्ष रहेगा।
"General Rawat said, how procurement procedure can be unified will be a priority.",जनरल रावत ने कहा कि उनकी प्राथमिकता होगी कि खरीद प्रक्रिया को कैसे एकीकृत बनाया जाए।
He said the armed forces stay away from politics and work as per the directives of the government of the day.,उन्होंने कहा कि सशस्त्र बल राजनीति से अलग रहते हैं और वर्तमान सरकार के निर्देशों के अनुसार काम करते हैं।
General Rawat also said that his focus as CDS will be to integrate the efforts of the three services and to work as a team.,जनरल रावत ने कहा कि सी डी एस के रूप में वे तीनों सेनाओं के प्रयासों को एकीकृत करने तथा टीम के रूप में काम करने पर ध्यान देंगे।
"Army Chief Manoj Mukund Naravane, Air Chief Marshal Rakesh Kumar Singh Bhadauria and Navy Chief Karambir Singh and other senior officers were present on the occasion.","इस अवसर पर थलसेना अध्यक्ष मनोज मुकुंद नरवणे, एयर चीफ मार्शल राकेश कुमार सिंह भदौरिया, नौसेना प्रमुख करमबीर सिंह और अन्य वरिष्ठ अधिकारी उपस्थित रहे।"
"In Sri Lanka, all public officials were administered an oath on the first working day of the year, pledging to work towards an efficient and productive public service.",श्रीलंका में सभी लोक सेवकों ने आज साल के पहले दिन उत्पादकतापूर्ण सार्वजनिक सेवा के लिए काम करने की शपथ ली।
President Gotabaya Rajapaksa has called upon public service to improve its efficiency saying the new government is determined and committed to make 2020 the 'Year of Prosperity'.,राष्ट्रपति गोताबय राजपक्षे ने कहा कि नई सरकार 2020 को समृद्धता का वर्ष बनाने के लिए सार्वजनिक सेवाओं को चुस्त-दुरूस्त करने की कोशिश कर रही है।
"In Jammu and Kashmir, Pakistan Army today lobbed mortars at forward posts along the Line of Control in Gulpur Sector of Poonch district in yet another incident of ceasefire violation.",जम्मू-कश्मीर में सीमावर्ती जिले पुंछ में पाकिस्तानी सेना ने आज एक बार फिर संघर्ष-विराम का उल्लंघन किया।
"However, Indian troops responded immediately and gave a befitting reply to Pak firing.",भारतीय सेना ने पाकिस्तानी गोलीबारी का तुरंत जवाब दिया।
"The advisory says that US citizens should depart via airline as far as possible, and failing that, to other countries via land.","परामर्श में यह भी बताया गया है कि अमरीकी नागरिकों को जहां तक संभव हो, विमान से यात्रा करनी चाहिए और ऐसा मुमकिन न होने पर ही सड़क मार्ग से दूसरे देशों के लिए रवाना होना चाहिए।"
US citizens should not approach the Embassy.,अमरीकी नागरिकों को दूतावास से संपर्क नहीं करने को भी कहा गया है।
The IRGC warned the US to avoid retaliating the Wednesday attack or else it will face a more painful and crushing response.,आई.आर.जी.सी. ने अमरीका को चेतावनी दी है कि वह इस हमले का बदला लेने के लिये और हमले न करे अन्यथा उसे अधिक कष्ट उठाना पड़ेगा।
"In Jammu and Kashmir, Lt Gen Ranbir Singh, GOC, Northern Command, accompanied by the White Knight Corps Commander, Lt Gen Harsha Gupta visited forward bases and posts in Krishna Ghati Sector to review the operational preparedness and to wish the soldiers a prosperous new year.",सेना की उत्तरी कमान के प्रमुख लेफ्टिनेंट जनरल रणबीर सिंह ने व्हाइट नाइट कोर कमांडर लेफ्टिनेंट जनरल हर्ष गुप्ता के साथ जम्मू-कश्मीर में कृष्णा घाटी क्षेत्र की अग्रणी चौकियों का दौरा किया।
Indian all-rounder Irfan Pathan today announced his retirement from all forms of Cricket.,ऑलराउंडर इरफान पठान ने आज क्रिकेट के सभी प्रारूपों से संन्यास लेने की घोषणा की।
The Tamil Nadu Police have busted a terror fundamentalist module by arresting a total of eight people.,तमिलनाडु पुलिस ने आठ लोगों को गिरफ्तार कर एक आतंकी कट्टरपंथी मॉड्यूल का पता लगाया है।
Three of them were arrested in Bengaluru on Tuesday and were remanded to judicial custody in Chennai yesterday.,इनमें से तीन को बेंगलुरू में मंगलवार को गिरफ्तार किया गया और कल चेन्नई में न्यायिक हिरासत में भेज दिया गया।
Five others were arrested earlier.,पांच अन्य को पहले गिरफ्तार किया गया था।
"A statement from the state police said, its intelligence wing gathered information about the disappearance of the members of a gang from the state in the third week of last month.",राज्य पुलिस द्वारा जारी बयान में कहा गया है कि उसकी खुफिया शाखा को पिछले महीने के तीसरे सप्ताह में राज्य से एक गिरोह के व्यक्तियों के गायब होने की सूचना मिली थी।
They are suspected to be preparing to wage terrorist attacks in various parts of the country and were developing a network spanning several states.,संदेह है कि ये व्यक्ति देश के विभिन्न भागों में आतंकी हमले करने की तैयारी कर रहे थे और इसके लिए विभिन्न राज्यों में नेटवर्क बना रहे थे।
Their link with a group in Bengaluru has been detected by the intelligence officials and their movements were being tracked.,खुफिया विभाग के अधिकारियों ने बेंगलुरू में एक गुट के साथ उनके सम्पर्क का पता लगाया था और उनकी गतिविधियों पर नजर रखी जा रही थी।
The Kabaddi and gymnastics began today in the third Khelo India youth games in Guwahati.,गुवाहाटी में तीसरे खेलो इंडिया युवा खेलों में आज कबड्डी और जिमनास्टिक प्रतियोगिता शुरू हुई।
The opening ceremony of the event will be held tomorrow evening at Sarusajai stadium in Guwahati.,गुवाहाटी के सरूसाजय स्टेडियम में कल शाम समारोह का विधिवत उद्घाटन किया जायेगा।
CEO of the games Avinash Joshi said that all preparations have been made for the games.,खेलों के मुख्य कार्यकारी अधिकारी अविनाश जोशी ने बताया कि इसके लिए सभी तैयारियां पूरी कर ली गई हैं।
He said that nearly 6500 athletes will take part in 20 disciplines.,लगभग छह हजार पांच सौ एथलीट इसमें भाग लेंगे।
Mr Joshi said that the technical conduct of the games would be of the international standard.,जोशी ने बताया कि खेल के तकनीकी मानक अन्तर्राष्ट्रीय स्तर के होंगे।
Chief Minister Sarbanand Sonowal urged all to make the event a grand success.,मुख्यमंत्री सर्बानन्द सोनोवाल ने लोगों से इस कार्यक्रम को सफल बनाने की अपील की है।
The first session of the newly constituted Jharkhand State Assembly began at Ranchi today.,झारखण्ड में नवगठित विधानसभा का पहला सत्र आज से रांची में शुरू हुआ।
Protem Speaker Stephen Marandi administered the membership oath to Chief Minister Hemant Soren at the beginning of the three-day Assembly session.,पहले दिन प्रोटेम स्पीकर स्टीफन मरांडी ने मुख्यमंत्री हेमन्त सोरेन को सदस्य के रूप में शपथ दिलाई।
Chief Minister Hemant Soren took oath as Member of Jharkhand Assembly from the Barhait seat leaving the Dumka seat.,मुख्यमंत्री हेमन्त सोरेन ने बरहेट विधानसभा के सदस्य के रूप में शपथ ली।
A contract labourer was electrocuted and another injured today after coming in contact with an overhead wire at Vasai Railway Station in Palghar district.,महाराष्ट्र के पालघर जिले में वसई रेलवे स्टेशन पर बिजली के तार की चपेट में आकर ठेके के एक मजदूर की मौत हो गई और एक मजदूर झुलस गया।
"According to officials, the incident took place at around  2.55 p.m., when three contract labourers were doing some welding work at north-end foot over-bridge on Platform Number 6-7 of Vasai station.",अधिकारियों के अनुसार यह घटना कल दोपहर दो बजकर 55 मिनट पर उस समय हुई जब तीन ठेका मजदूर वसई स्टेशन के प्लेटफॉर्म नम्बर 6-7 पर बने फुट ओवर ब्रिज के उत्तरी छोर पर वेल्डिंग का कुछ काम कर रहे थे।
"The officials informed that the aluminium ladder, which the victims were holding slipped and rested on an overhead wire, causing one of them to get electrocuted and injuring the other.",अधिकारियों ने बताया कि एल्युमीनियम की जिस सीढ़ी के सहारे वे लोग काम कर रहे थे वह फिसल गई और बिजली के तार से जा लगी जिससे एक मजदूर की मौत हो गई और एक अन्य मजदूर घायल हो गया।
"The injured labourers were rushed to the nearest hospital, where one of them was declared dead on admission.",पीडि़त मजदूरों को नजदीक के अस्पताल ले जाया गया जहां उनमें से एक को मृत घोषित कर दिया गया।
"According to the Western Railway, it had shut the power from the overhead wire for some time to rescue the injured men, who were working for a contractor of the Mumbai Railway Vikas Corporation.",पश्चिम रेलवे के अनुसार घायल मजदूरों को बचाने के लिए बिजली के तार की लाइन कुछ समय के लिए काट दी गई थी।
